layer,qhead,domain,n_steps,d_mean,d_ratio,D,tight_frac,selfloop,H0,H1,dH,dH_move,hub_id,hub_mass,hub_key_frac,hub_ws_frac,hub_pos_mean,tight_in_hub,esc_pct,h_esc,h_st_esc,f_step,local_mass,cov2_oracle,cov2_flow,cov2_static,cov2_recency,cov4_oracle,cov4_flow,cov4_static,cov4_recency,cov8_oracle,cov8_flow,cov8_static,cov8_recency
0,0,code,19960,6.1224,0.942,14.6414,0.0,0.8715,5.9873,0.7458,5.2416,4.8677,1,0.02,0.018,0.493,0.376,0.0,0.39,0.998,0.058,0.143,0.807,0.912,0.893,0.766,0.893,0.96,0.947,0.775,0.933,0.984,0.976,0.792,0.955
0,0,dialogue,19960,6.2403,0.961,14.6414,0.0,0.8715,5.9873,0.7458,5.2416,4.8677,1,0.02,0.018,0.321,0.375,0.0,0.387,0.999,0.051,0.141,0.808,0.905,0.883,0.764,0.883,0.95,0.936,0.774,0.92,0.979,0.969,0.791,0.946
0,0,fiction,19960,6.0878,0.937,14.6414,0.0,0.8715,5.9873,0.7458,5.2416,4.8677,1,0.02,0.0186,0.209,0.376,0.0,0.404,0.994,0.056,0.145,0.807,0.898,0.877,0.762,0.877,0.948,0.932,0.771,0.918,0.979,0.969,0.789,0.947
0,0,math,19960,6.2553,0.963,14.6414,0.0,0.8715,5.9873,0.7458,5.2416,4.8677,1,0.02,0.0186,0.291,0.376,0.0,0.396,0.997,0.053,0.145,0.808,0.902,0.881,0.765,0.882,0.95,0.935,0.774,0.921,0.979,0.97,0.792,0.948
0,0,news,19960,6.6516,1.024,14.6414,0.0,0.8715,5.9873,0.7458,5.2416,4.8677,1,0.02,0.0178,0.123,0.376,0.0,0.377,0.987,0.051,0.143,0.816,0.897,0.874,0.774,0.874,0.944,0.928,0.784,0.912,0.976,0.966,0.801,0.941
0,0,val,5988,6.4967,1.0,14.6414,0.0,0.8715,5.9873,0.7458,5.2416,4.8677,1,0.02,0.0188,0.168,0.376,0.0,0.406,0.992,0.053,0.14,0.807,0.89,0.866,0.766,0.866,0.94,0.922,0.776,0.905,0.974,0.964,0.794,0.937
0,1,code,19960,5.4406,1.335,8.7934,0.0,0.0896,5.5596,4.8457,0.7139,0.6515,59,0.105,0.056,0.068,0.41,0.0,0.997,0.093,0.011,2.305,0.099,0.455,0.188,0.193,0.177,0.654,0.26,0.219,0.329,0.84,0.361,0.339,0.579
0,1,dialogue,19960,5.0674,1.244,8.7934,0.0,0.0896,5.5596,4.8457,0.7139,0.6515,59,0.105,0.0483,0.06,0.382,0.0,0.992,0.339,0.071,2.234,0.094,0.639,0.162,0.151,0.135,0.771,0.302,0.168,0.286,0.897,0.566,0.669,0.591
0,1,fiction,19960,5.0677,1.244,8.7934,0.0,0.0896,5.5596,4.8457,0.7139,0.6515,59,0.105,0.0452,0.198,0.447,0.0,0.994,0.204,0.007,2.015,0.13,0.392,0.189,0.198,0.176,0.586,0.283,0.229,0.321,0.798,0.406,0.35,0.565
0,1,math,19960,4.9289,1.21,8.7934,0.0,0.0896,5.5596,4.8457,0.7139,0.6515,59,0.105,0.0496,0.093,0.38,0.0,0.996,0.298,0.21,2.153,0.109,0.398,0.217,0.23,0.171,0.599,0.335,0.328,0.318,0.811,0.461,0.436,0.558
0,1,news,19960,4.7298,1.161,8.7934,0.0,0.0896,5.5596,4.8457,0.7139,0.6515,59,0.105,0.0648,0.117,0.384,0.0,0.995,0.299,0.182,2.094,0.1,0.426,0.291,0.307,0.16,0.604,0.406,0.375,0.299,0.801,0.513,0.484,0.534
0,1,val,5988,4.0746,1.0,8.7934,0.0,0.0896,5.5596,4.8457,0.7139,0.6515,59,0.105,0.0441,0.0,0.341,0.0,0.996,0.334,0.301,2.057,0.099,0.354,0.197,0.198,0.134,0.539,0.326,0.314,0.245,0.75,0.518,0.494,0.442
0,2,code,19960,6.5833,1.22,9.7899,0.0,0.1487,5.7225,4.0612,1.6613,1.5915,29,0.154,0.0046,0.043,0.073,0.0,0.962,0.359,0.029,1.13,0.253,0.557,0.246,0.224,0.399,0.739,0.388,0.256,0.604,0.887,0.624,0.366,0.78
0,2,dialogue,19960,6.0737,1.126,9.7899,0.0,0.1487,5.7225,4.0612,1.6613,1.5915,29,0.154,0.0367,0.0,0.078,0.0,0.956,0.693,0.479,1.164,0.215,0.532,0.355,0.263,0.323,0.743,0.569,0.471,0.559,0.902,0.767,0.647,0.787
0,2,fiction,19960,5.6774,1.052,9.7899,0.0,0.1487,5.7225,4.0612,1.6613,1.5915,29,0.154,0.0311,0.005,0.077,0.0,0.948,0.696,0.53,1.279,0.197,0.53,0.343,0.255,0.289,0.736,0.567,0.484,0.519,0.891,0.769,0.655,0.748
0,2,math,19960,6.0834,1.127,9.7899,0.0,0.1487,5.7225,4.0612,1.6613,1.5915,29,0.154,0.0083,0.0,0.076,0.0,0.967,0.387,0.164,1.332,0.241,0.54,0.252,0.219,0.349,0.74,0.405,0.327,0.571,0.899,0.649,0.431,0.791
0,2,news,19960,5.7157,1.059,9.7899,0.0,0.1487,5.7225,4.0612,1.6613,1.5915,29,0.154,0.04,0.0,0.079,0.0,0.924,0.788,0.359,1.183,0.208,0.541,0.396,0.287,0.305,0.734,0.606,0.443,0.523,0.89,0.801,0.673,0.732
0,2,val,5988,5.3963,1.0,9.7899,0.0,0.1487,5.7225,4.0612,1.6613,1.5915,29,0.154,0.0429,0.0,0.086,0.0,0.942,0.723,0.361,1.453,0.204,0.515,0.366,0.274,0.263,0.7,0.561,0.417,0.448,0.861,0.754,0.638,0.652
0,3,code,19960,6.0103,1.27,6.7228,0.0,0.09,5.7626,5.043,0.7197,0.6157,8,0.175,0.0392,0.324,0.639,0.0,0.988,0.317,0.267,1.703,0.107,0.497,0.158,0.154,0.216,0.689,0.326,0.305,0.383,0.858,0.531,0.411,0.607
0,3,dialogue,19960,5.5249,1.167,6.7228,0.0,0.09,5.7626,5.043,0.7197,0.6157,8,0.175,0.0468,0.177,0.602,0.0,0.998,0.413,0.29,1.687,0.102,0.421,0.139,0.137,0.154,0.63,0.305,0.287,0.299,0.836,0.588,0.573,0.524
0,3,fiction,19960,5.0662,1.071,6.7228,0.0,0.09,5.7626,5.043,0.7197,0.6157,8,0.175,0.0728,0.183,0.582,0.0,0.998,0.62,0.576,1.534,0.097,0.421,0.185,0.181,0.16,0.641,0.411,0.393,0.303,0.847,0.673,0.663,0.532
0,3,math,19960,5.3461,1.13,6.7228,0.0,0.09,5.7626,5.043,0.7197,0.6157,8,0.175,0.0653,0.182,0.579,0.0,0.997,0.502,0.46,1.66,0.106,0.419,0.194,0.194,0.161,0.625,0.386,0.37,0.303,0.825,0.613,0.589,0.525
0,3,news,19960,5.3186,1.124,6.7228,0.0,0.09,5.7626,5.043,0.7197,0.6157,8,0.175,0.076,0.08,0.559,0.0,0.997,0.748,0.767,1.58,0.106,0.39,0.215,0.214,0.131,0.59,0.436,0.406,0.252,0.782,0.62,0.6,0.454
0,3,val,5988,4.7326,1.0,6.7228,0.0,0.09,5.7626,5.043,0.7197,0.6157,8,0.175,0.0651,0.013,0.517,0.0,0.999,0.578,0.574,1.733,0.108,0.38,0.21,0.211,0.11,0.56,0.382,0.355,0.212,0.747,0.563,0.544,0.389
0,4,code,19960,6.7846,1.35,8.0523,0.0,0.1937,5.7516,3.6579,2.0937,1.7416,13,0.117,0.0354,0.704,0.127,0.0,0.946,0.636,0.443,1.121,0.217,0.558,0.416,0.326,0.367,0.747,0.561,0.471,0.57,0.89,0.688,0.566,0.763
0,4,dialogue,19960,5.8462,1.163,8.0523,0.0,0.1937,5.7516,3.6579,2.0937,1.7416,13,0.117,0.042,0.513,0.117,0.0,0.941,0.748,0.584,1.217,0.203,0.567,0.445,0.337,0.333,0.743,0.616,0.519,0.532,0.883,0.749,0.674,0.724
0,4,fiction,19960,5.8349,1.161,8.0523,0.0,0.1937,5.7516,3.6579,2.0937,1.7416,13,0.117,0.0476,0.385,0.122,0.0,0.936,0.775,0.621,1.278,0.191,0.594,0.45,0.334,0.327,0.758,0.636,0.535,0.536,0.892,0.778,0.716,0.725
0,4,math,19960,5.6927,1.133,8.0523,0.0,0.1937,5.7516,3.6579,2.0937,1.7416,13,0.117,0.043,0.513,0.12,0.0,0.955,0.743,0.558,1.232,0.202,0.56,0.43,0.321,0.347,0.738,0.602,0.494,0.557,0.881,0.743,0.654,0.746
0,4,news,19960,5.5417,1.102,8.0523,0.0,0.1937,5.7516,3.6579,2.0937,1.7416,13,0.117,0.0366,0.468,0.121,0.0,0.962,0.786,0.562,1.203,0.197,0.52,0.4,0.3,0.304,0.697,0.589,0.473,0.516,0.853,0.738,0.626,0.705
0,4,val,5988,5.0265,1.0,8.0523,0.0,0.1937,5.7516,3.6579,2.0937,1.7416,13,0.117,0.0288,0.104,0.113,0.0,0.984,0.694,0.47,1.398,0.203,0.443,0.328,0.251,0.25,0.61,0.485,0.375,0.427,0.785,0.649,0.524,0.641
0,5,code,19960,7.0961,1.162,8.6278,0.0,0.1398,5.7212,4.5688,1.1524,1.0061,6,0.057,0.0232,0.821,0.025,0.0,0.946,0.565,0.105,1.845,0.258,0.665,0.367,0.238,0.368,0.828,0.546,0.298,0.568,0.934,0.725,0.437,0.799
0,5,dialogue,19960,6.3212,1.035,8.6278,0.0,0.1398,5.7212,4.5688,1.1524,1.0061,6,0.057,0.0264,0.408,0.023,0.0,0.945,0.626,0.235,1.78,0.251,0.637,0.39,0.267,0.382,0.817,0.579,0.408,0.569,0.939,0.762,0.547,0.791
0,5,fiction,19960,6.0339,0.988,8.6278,0.0,0.1398,5.7212,4.5688,1.1524,1.0061,6,0.057,0.0239,0.393,0.026,0.0,0.95,0.609,0.201,1.89,0.251,0.61,0.362,0.247,0.359,0.792,0.548,0.372,0.547,0.922,0.742,0.517,0.767
0,5,math,19960,6.4681,1.059,8.6278,0.0,0.1398,5.7212,4.5688,1.1524,1.0061,6,0.057,0.0244,0.407,0.024,0.0,0.942,0.576,0.142,1.85,0.266,0.637,0.376,0.257,0.374,0.808,0.55,0.354,0.56,0.928,0.725,0.498,0.764
0,5,news,19960,6.6969,1.096,8.6278,0.0,0.1398,5.7212,4.5688,1.1524,1.0061,6,0.057,0.0192,0.334,0.027,0.0,0.956,0.523,0.124,2.093,0.28,0.591,0.311,0.217,0.318,0.767,0.49,0.302,0.495,0.899,0.689,0.448,0.69
0,5,val,5988,6.108,1.0,8.6278,0.0,0.1398,5.7212,4.5688,1.1524,1.0061,6,0.057,0.0166,0.169,0.025,0.0,0.973,0.406,0.128,2.397,0.257,0.547,0.241,0.177,0.244,0.724,0.393,0.268,0.402,0.866,0.583,0.397,0.592
0,6,code,19960,7.1015,1.316,12.0319,0.0,0.309,5.6762,2.7667,2.9094,2.8638,2,0.057,0.0165,0.13,0.028,0.0,0.916,0.786,0.131,0.618,0.422,0.7,0.561,0.417,0.632,0.87,0.761,0.454,0.831,0.959,0.873,0.524,0.931
0,6,dialogue,19960,6.3262,1.173,12.0319,0.0,0.309,5.6762,2.7667,2.9094,2.8638,2,0.057,0.0246,0.014,0.035,0.0,0.928,0.861,0.179,0.705,0.42,0.703,0.591,0.412,0.629,0.879,0.795,0.462,0.827,0.966,0.906,0.551,0.935
0,6,fiction,19960,5.721,1.061,12.0319,0.0,0.309,5.6762,2.7667,2.9094,2.8638,2,0.057,0.028,0.014,0.032,0.0,0.939,0.87,0.193,0.761,0.402,0.669,0.566,0.38,0.582,0.853,0.773,0.437,0.79,0.955,0.894,0.537,0.918
0,6,math,19960,5.8946,1.093,12.0319,0.0,0.309,5.6762,2.7667,2.9094,2.8638,2,0.057,0.0266,0.07,0.032,0.0,0.93,0.872,0.189,0.743,0.399,0.686,0.579,0.39,0.595,0.865,0.784,0.446,0.799,0.959,0.9,0.545,0.922
0,6,news,19960,5.7574,1.067,12.0319,0.0,0.309,5.6762,2.7667,2.9094,2.8638,2,0.057,0.0333,0.011,0.035,0.0,0.93,0.888,0.199,0.731,0.407,0.683,0.588,0.395,0.588,0.862,0.791,0.455,0.788,0.958,0.906,0.557,0.915
0,6,val,5988,5.3944,1.0,12.0319,0.0,0.309,5.6762,2.7667,2.9094,2.8638,2,0.057,0.0326,0.005,0.035,0.0,0.949,0.815,0.185,1.076,0.406,0.637,0.523,0.348,0.519,0.824,0.714,0.403,0.717,0.94,0.854,0.505,0.877
0,7,code,19960,7.7988,1.132,10.5277,0.0,0.3034,5.6103,2.8876,2.7228,2.5001,14,0.09,0.0317,0.685,0.154,0.0,0.855,0.795,0.23,0.708,0.41,0.727,0.594,0.427,0.6,0.873,0.757,0.497,0.783,0.958,0.888,0.636,0.906
0,7,dialogue,19960,7.3031,1.06,10.5277,0.0,0.3034,5.6103,2.8876,2.7228,2.5001,14,0.09,0.0441,0.189,0.145,0.0,0.845,0.903,0.266,0.587,0.391,0.739,0.64,0.446,0.608,0.882,0.812,0.527,0.803,0.964,0.924,0.683,0.915
0,7,fiction,19960,6.9213,1.005,10.5277,0.0,0.3034,5.6103,2.8876,2.7228,2.5001,14,0.09,0.0485,0.134,0.147,0.0,0.828,0.894,0.262,0.654,0.387,0.742,0.637,0.45,0.603,0.881,0.809,0.532,0.799,0.963,0.925,0.689,0.917
0,7,math,19960,7.0352,1.021,10.5277,0.0,0.3034,5.6103,2.8876,2.7228,2.5001,14,0.09,0.044,0.276,0.15,0.0,0.844,0.87,0.233,0.676,0.394,0.723,0.6,0.423,0.583,0.869,0.785,0.497,0.787,0.957,0.911,0.649,0.907
0,7,news,19960,7.3374,1.065,10.5277,0.0,0.3034,5.6103,2.8876,2.7228,2.5001,14,0.09,0.0356,0.298,0.144,0.0,0.853,0.885,0.245,0.674,0.407,0.713,0.585,0.405,0.567,0.863,0.784,0.487,0.783,0.954,0.912,0.64,0.906
0,7,val,5988,6.8899,1.0,10.5277,0.0,0.3034,5.6103,2.8876,2.7228,2.5001,14,0.09,0.0356,0.108,0.145,0.0,0.863,0.812,0.262,1.067,0.413,0.696,0.541,0.381,0.499,0.844,0.728,0.469,0.688,0.941,0.861,0.621,0.84
0,8,code,19960,5.8334,1.202,7.3788,0.0,0.2151,5.8718,3.9693,1.9025,1.4745,7,0.086,0.0262,0.492,0.253,0.0,0.972,0.597,0.009,1.133,0.253,0.595,0.383,0.293,0.455,0.773,0.522,0.303,0.673,0.91,0.683,0.423,0.846
0,8,dialogue,19960,5.4548,1.124,7.3788,0.0,0.2151,5.8718,3.9693,1.9025,1.4745,7,0.086,0.0445,0.112,0.211,0.0,0.977,0.516,0.031,1.328,0.207,0.525,0.339,0.28,0.366,0.716,0.48,0.306,0.584,0.872,0.667,0.433,0.778
0,8,fiction,19960,5.1035,1.052,7.3788,0.0,0.2151,5.8718,3.9693,1.9025,1.4745,7,0.086,0.0338,0.058,0.227,0.0,0.976,0.554,0.077,1.448,0.208,0.508,0.317,0.253,0.337,0.691,0.481,0.308,0.545,0.856,0.671,0.463,0.75
0,8,math,19960,5.4223,1.117,7.3788,0.0,0.2151,5.8718,3.9693,1.9025,1.4745,7,0.086,0.0394,0.196,0.237,0.0,0.982,0.539,0.073,1.505,0.227,0.488,0.314,0.261,0.326,0.68,0.471,0.304,0.531,0.854,0.644,0.459,0.75
0,8,news,19960,5.2666,1.085,7.3788,0.0,0.2151,5.8718,3.9693,1.9025,1.4745,7,0.086,0.034,0.128,0.235,0.0,0.983,0.583,0.083,1.371,0.235,0.445,0.32,0.275,0.313,0.642,0.479,0.34,0.511,0.829,0.652,0.492,0.723
0,8,val,5988,4.8528,1.0,7.3788,0.0,0.2151,5.8718,3.9693,1.9025,1.4745,7,0.086,0.0286,0.112,0.235,0.0,0.987,0.487,0.236,1.727,0.225,0.395,0.245,0.206,0.234,0.588,0.394,0.322,0.401,0.788,0.592,0.475,0.628
0,9,code,19960,6.9296,1.101,10.873,0.0,0.4395,5.8213,2.4947,3.3266,2.783,12,0.06,0.0088,0.339,0.081,0.0,0.931,0.74,0.037,0.605,0.43,0.66,0.478,0.393,0.564,0.817,0.666,0.414,0.735,0.926,0.788,0.484,0.883
0,9,dialogue,19960,6.6317,1.053,10.873,0.0,0.4395,5.8213,2.4947,3.3266,2.783,12,0.06,0.0163,0.012,0.091,0.0,0.881,0.815,0.076,0.574,0.483,0.683,0.547,0.451,0.601,0.836,0.741,0.485,0.781,0.939,0.857,0.568,0.905
0,9,fiction,19960,6.4211,1.02,10.873,0.0,0.4395,5.8213,2.4947,3.3266,2.783,12,0.06,0.0146,0.007,0.09,0.0,0.9,0.794,0.167,0.615,0.472,0.668,0.531,0.421,0.574,0.834,0.728,0.482,0.755,0.94,0.852,0.578,0.889
0,9,math,19960,6.547,1.04,10.873,0.0,0.4395,5.8213,2.4947,3.3266,2.783,12,0.06,0.0206,0.165,0.085,0.0,0.91,0.783,0.162,0.769,0.46,0.656,0.524,0.416,0.568,0.826,0.717,0.475,0.757,0.938,0.85,0.582,0.884
0,9,news,19960,6.5484,1.04,10.873,0.0,0.4395,5.8213,2.4947,3.3266,2.783,12,0.06,0.014,0.118,0.087,0.0,0.895,0.815,0.173,0.611,0.503,0.675,0.557,0.454,0.605,0.838,0.752,0.514,0.779,0.944,0.871,0.61,0.894
0,9,val,5988,6.2967,1.0,10.873,0.0,0.4395,5.8213,2.4947,3.3266,2.783,12,0.06,0.017,0.0,0.089,0.0,0.92,0.698,0.189,0.98,0.494,0.633,0.497,0.405,0.534,0.805,0.673,0.473,0.714,0.924,0.825,0.579,0.843
0,10,code,19960,7.7824,1.327,10.1728,0.0,0.2155,5.6986,3.6132,2.0854,1.9145,60,0.08,0.0063,0.04,0.513,0.0,0.925,0.572,0.022,1.088,0.375,0.6,0.375,0.316,0.472,0.76,0.524,0.335,0.645,0.89,0.695,0.414,0.815
0,10,dialogue,19960,6.8018,1.16,10.1728,0.0,0.2155,5.6986,3.6132,2.0854,1.9145,60,0.08,0.0687,0.001,0.498,0.0,0.98,0.563,0.209,1.517,0.276,0.525,0.308,0.292,0.374,0.721,0.493,0.373,0.603,0.886,0.712,0.469,0.83
0,10,fiction,19960,6.578,1.122,10.1728,0.0,0.2155,5.6986,3.6132,2.0854,1.9145,60,0.08,0.1019,0.001,0.487,0.0,0.955,0.611,0.223,1.414,0.296,0.531,0.341,0.365,0.393,0.727,0.539,0.443,0.624,0.889,0.745,0.532,0.844
0,10,math,19960,6.7751,1.155,10.1728,0.0,0.2155,5.6986,3.6132,2.0854,1.9145,60,0.08,0.0464,0.023,0.483,0.0,0.94,0.604,0.116,1.267,0.357,0.554,0.367,0.335,0.444,0.731,0.536,0.389,0.639,0.883,0.729,0.479,0.823
0,10,news,19960,6.3546,1.084,10.1728,0.0,0.2155,5.6986,3.6132,2.0854,1.9145,60,0.08,0.0489,0.0,0.483,0.0,0.972,0.635,0.196,1.333,0.314,0.52,0.349,0.293,0.405,0.715,0.537,0.389,0.618,0.883,0.751,0.507,0.822
0,10,val,5988,5.8634,1.0,10.1728,0.0,0.2155,5.6986,3.6132,2.0854,1.9145,60,0.08,0.0548,0.0,0.463,0.0,0.979,0.541,0.163,1.612,0.324,0.5,0.304,0.275,0.346,0.686,0.473,0.362,0.537,0.854,0.679,0.459,0.736
0,11,code,19960,6.5391,1.206,8.4671,0.0,0.1859,5.812,3.8744,1.9376,1.7047,3,0.123,0.0061,0.623,0.096,0.0,0.975,0.198,0.063,1.451,0.217,0.515,0.251,0.216,0.339,0.697,0.334,0.252,0.536,0.861,0.476,0.336,0.777
0,11,dialogue,19960,5.9916,1.105,8.4671,0.0,0.1859,5.812,3.8744,1.9376,1.7047,3,0.123,0.015,0.304,0.094,0.0,0.985,0.5,0.147,1.56,0.201,0.503,0.263,0.206,0.277,0.687,0.44,0.278,0.465,0.851,0.616,0.516,0.719
0,11,fiction,19960,5.6786,1.047,8.4671,0.0,0.1859,5.812,3.8744,1.9376,1.7047,3,0.123,0.0166,0.133,0.086,0.0,0.974,0.582,0.256,1.561,0.177,0.54,0.281,0.202,0.249,0.713,0.471,0.308,0.434,0.862,0.634,0.56,0.692
0,11,math,19960,5.8499,1.079,8.4671,0.0,0.1859,5.812,3.8744,1.9376,1.7047,3,0.123,0.0187,0.182,0.089,0.0,0.969,0.544,0.258,1.482,0.211,0.515,0.305,0.225,0.3,0.7,0.471,0.327,0.496,0.862,0.634,0.529,0.724
0,11,news,19960,5.9425,1.096,8.4671,0.0,0.1859,5.812,3.8744,1.9376,1.7047,3,0.123,0.0185,0.205,0.084,0.0,0.961,0.691,0.341,1.324,0.218,0.482,0.334,0.237,0.273,0.666,0.514,0.36,0.456,0.835,0.694,0.558,0.68
0,11,val,5988,5.4221,1.0,8.4671,0.0,0.1859,5.812,3.8744,1.9376,1.7047,3,0.123,0.0253,0.079,0.081,0.0,0.962,0.734,0.421,1.436,0.202,0.501,0.342,0.239,0.24,0.677,0.533,0.385,0.409,0.834,0.705,0.591,0.615
0,12,code,19960,7.2699,1.216,9.49,0.0,0.1578,5.7922,3.985,1.8072,1.7187,13,0.098,0.0035,0.0,0.267,0.0,0.96,0.483,0.021,1.384,0.32,0.576,0.257,0.235,0.427,0.734,0.431,0.256,0.618,0.87,0.656,0.371,0.783
0,12,dialogue,19960,6.5987,1.104,9.49,0.0,0.1578,5.7922,3.985,1.8072,1.7187,13,0.098,0.0068,0.0,0.236,0.0,0.969,0.519,0.05,1.403,0.318,0.571,0.28,0.249,0.416,0.734,0.462,0.285,0.639,0.873,0.706,0.411,0.812
0,12,fiction,19960,6.5937,1.103,9.49,0.0,0.1578,5.7922,3.985,1.8072,1.7187,13,0.098,0.0196,0.0,0.253,0.0,0.952,0.523,0.111,1.474,0.322,0.571,0.307,0.279,0.401,0.73,0.479,0.33,0.603,0.87,0.696,0.45,0.784
0,12,math,19960,6.6534,1.113,9.49,0.0,0.1578,5.7922,3.985,1.8072,1.7187,13,0.098,0.0155,0.003,0.241,0.0,0.947,0.479,0.086,1.551,0.319,0.569,0.29,0.266,0.398,0.729,0.445,0.312,0.593,0.87,0.661,0.438,0.772
0,12,news,19960,6.441,1.078,9.49,0.0,0.1578,5.7922,3.985,1.8072,1.7187,13,0.098,0.0182,0.0,0.251,0.0,0.972,0.59,0.207,1.497,0.275,0.521,0.29,0.246,0.34,0.694,0.483,0.334,0.549,0.85,0.699,0.472,0.749
0,12,val,5988,5.9769,1.0,9.49,0.0,0.1578,5.7922,3.985,1.8072,1.7187,13,0.098,0.0249,0.0,0.238,0.0,0.983,0.511,0.227,1.918,0.267,0.49,0.263,0.234,0.26,0.661,0.428,0.322,0.439,0.819,0.61,0.443,0.639
0,13,code,19960,6.6733,1.337,7.8518,0.0,0.0752,5.7788,4.8038,0.975,0.9538,36,0.114,0.0081,0.031,0.192,0.0,0.988,0.485,0.229,1.795,0.14,0.585,0.196,0.145,0.218,0.773,0.373,0.264,0.401,0.91,0.601,0.422,0.653
0,13,dialogue,19960,6.2356,1.249,7.8518,0.0,0.0752,5.7788,4.8038,0.975,0.9538,36,0.114,0.0112,0.0,0.183,0.0,0.995,0.424,0.069,1.582,0.158,0.557,0.201,0.153,0.243,0.771,0.409,0.217,0.446,0.927,0.651,0.431,0.724
0,13,fiction,19960,5.7465,1.151,7.8518,0.0,0.0752,5.7788,4.8038,0.975,0.9538,36,0.114,0.0116,0.0,0.215,0.0,0.995,0.36,0.391,1.778,0.122,0.491,0.15,0.128,0.169,0.702,0.293,0.335,0.32,0.883,0.603,0.4,0.554
0,13,math,19960,5.9427,1.191,7.8518,0.0,0.0752,5.7788,4.8038,0.975,0.9538,36,0.114,0.0066,0.015,0.181,0.0,0.987,0.312,0.2,1.774,0.134,0.578,0.171,0.139,0.21,0.761,0.303,0.272,0.388,0.907,0.6,0.353,0.636
0,13,news,19960,5.7413,1.15,7.8518,0.0,0.0752,5.7788,4.8038,0.975,0.9538,36,0.114,0.0249,0.0,0.195,0.0,0.987,0.632,0.382,1.625,0.144,0.515,0.276,0.202,0.187,0.715,0.484,0.344,0.35,0.887,0.704,0.585,0.59
0,13,val,5988,4.9907,1.0,7.8518,0.0,0.0752,5.7788,4.8038,0.975,0.9538,36,0.114,0.0269,0.0,0.194,0.0,0.991,0.562,0.421,1.872,0.14,0.469,0.23,0.188,0.159,0.664,0.413,0.34,0.293,0.843,0.627,0.52,0.509
0,14,code,19960,6.9043,1.006,10.9474,0.0,0.3996,5.8201,2.3568,3.4632,3.1761,16,0.073,0.0409,0.747,0.624,0.0,0.898,0.858,0.232,0.722,0.451,0.739,0.669,0.42,0.659,0.894,0.821,0.511,0.832,0.974,0.936,0.672,0.922
0,14,dialogue,19960,6.4825,0.945,10.9474,0.0,0.3996,5.8201,2.3568,3.4632,3.1761,16,0.073,0.0428,0.375,0.626,0.0,0.925,0.885,0.257,0.756,0.426,0.72,0.669,0.407,0.641,0.89,0.832,0.51,0.812,0.975,0.941,0.689,0.91
0,14,fiction,19960,6.1849,0.901,10.9474,0.0,0.3996,5.8201,2.3568,3.4632,3.1761,16,0.073,0.0501,0.294,0.629,0.0,0.86,0.906,0.271,0.708,0.424,0.757,0.708,0.446,0.656,0.905,0.855,0.547,0.812,0.979,0.947,0.727,0.907
0,14,math,19960,6.2933,0.917,10.9474,0.0,0.3996,5.8201,2.3568,3.4632,3.1761,16,0.073,0.0509,0.316,0.626,0.0,0.862,0.892,0.26,0.705,0.441,0.762,0.706,0.445,0.666,0.91,0.853,0.545,0.821,0.982,0.949,0.722,0.913
0,14,news,19960,7.0633,1.03,10.9474,0.0,0.3996,5.8201,2.3568,3.4632,3.1761,16,0.073,0.0394,0.325,0.628,0.0,0.849,0.905,0.265,0.681,0.487,0.763,0.708,0.449,0.672,0.914,0.86,0.55,0.819,0.982,0.952,0.729,0.91
0,14,val,5988,6.8609,1.0,10.9474,0.0,0.3996,5.8201,2.3568,3.4632,3.1761,16,0.073,0.0333,0.101,0.626,0.0,0.878,0.861,0.258,0.852,0.485,0.714,0.637,0.413,0.592,0.875,0.798,0.509,0.768,0.967,0.926,0.677,0.884
0,15,code,19960,8.1971,1.192,10.3749,0.0,0.1748,5.6934,4.1945,1.4989,1.2606,41,0.067,0.0323,0.706,0.026,0.0,0.879,0.755,0.124,1.06,0.307,0.676,0.497,0.346,0.491,0.832,0.684,0.407,0.695,0.941,0.81,0.498,0.856
0,15,dialogue,19960,7.2095,1.049,10.3749,0.0,0.1748,5.6934,4.1945,1.4989,1.2606,41,0.067,0.031,0.431,0.026,0.0,0.931,0.666,0.136,1.594,0.243,0.619,0.433,0.291,0.405,0.798,0.603,0.359,0.605,0.925,0.754,0.455,0.816
0,15,fiction,19960,6.8556,0.997,10.3749,0.0,0.1748,5.6934,4.1945,1.4989,1.2606,41,0.067,0.0268,0.401,0.027,0.0,0.928,0.665,0.143,1.682,0.232,0.619,0.419,0.283,0.394,0.798,0.59,0.355,0.586,0.928,0.751,0.462,0.804
0,15,math,19960,7.1565,1.041,10.3749,0.0,0.1748,5.6934,4.1945,1.4989,1.2606,41,0.067,0.0319,0.387,0.026,0.0,0.918,0.737,0.137,1.298,0.258,0.629,0.456,0.313,0.432,0.803,0.637,0.381,0.625,0.931,0.779,0.481,0.822
0,15,news,19960,7.4439,1.083,10.3749,0.0,0.1748,5.6934,4.1945,1.4989,1.2606,41,0.067,0.0248,0.3,0.026,0.0,0.928,0.597,0.131,1.845,0.256,0.602,0.371,0.262,0.362,0.773,0.531,0.33,0.529,0.907,0.678,0.426,0.724
0,15,val,5988,6.875,1.0,10.3749,0.0,0.1748,5.6934,4.1945,1.4989,1.2606,41,0.067,0.0207,0.167,0.027,0.0,0.947,0.501,0.13,2.21,0.24,0.57,0.309,0.219,0.279,0.742,0.452,0.289,0.424,0.88,0.61,0.412,0.609
